method	hook/registry_test.go:35	slowHandler	Handle	context.Context ctx	yes
funclit	hook/security/ast_grep_test.go:493	-	-	context.Context _	
method	hook/session_end_fanin_source_test.go:24	recordingSource	EvidenceBacked	context.Context _	
funclit	hook/session_start_binary_lag_test.go:141	-	-	context.Context (unnamed)	
funclit	hook/session_start_binary_lag_test.go:20	-	-	context.Context (unnamed)	
method	hook/session_start_guard_liveness_render_test.go:45	failingProducer	Produce	context.Context (unnamed)	
method	hook/session_start_guard_liveness_test.go:22	countingGuardProducer	Produce	context.Context _	
funclit	hook/session_start_guard_liveness_wiring_test.go:70	-	-	context.Context (unnamed)	
method	hook/session_start_guard_liveness_wiring_test.go:85	producerFunc	Produce	context.Context ctx	yes
funclit	hook/session_start_parallel_test.go:124	-	-	context.Context ctx	yes
funclit	hook/session_start_parallel_test.go:202	-	-	context.Context ctx	yes
funclit	hook/session_start_parallel_test.go:245	-	-	context.Context ctx	yes
funclit	hook/session_start_parallel_test.go:61	-	-	context.Context ctx	yes
funclit	hook/session_start_timebox_test.go:35	-	-	context.Context ctx	yes
funclit	hook/session_start_timebox_test.go:62	-	-	context.Context (unnamed)	
funclit	hook/session_start_timebox_test.go:78	-	-	context.Context (unnamed)	
funclit	hook/session_start_timebox_test.go:94	-	-	context.Context (unnamed)	
method	hook/shutdown_test.go:23	lastTraceHandler	Handle	context.Context _	
method	loop/aggregator_feedback_test.go:18	mockDiagnosticsAggregator	GetDiagnostics	context.Context ctx	no
funclit	loop/controller_test.go:135	-	-	context.Context _	
funclit	loop/controller_test.go:163	-	-	context.Context _	
funclit	loop/controller_test.go:190	-	-	context.Context _	
funclit	loop/controller_test.go:230	-	-	context.Context _	
funclit	loop/controller_test.go:251	-	-	context.Context _	
funclit	loop/controller_test.go:298	-	-	context.Context _	
funclit	loop/controller_test.go:317	-	-	context.Context _	
funclit	loop/controller_test.go:354	-	-	context.Context _	
funclit	loop/controller_test.go:388	-	-	context.Context _	
funclit	loop/controller_test.go:426	-	-	context.Context _	
funclit	loop/controller_test.go:475	-	-	context.Context _	
funclit	loop/controller_test.go:494	-	-	context.Context _	
method	loop/controller_test.go:53	mockFeedbackGenerator	Collect	context.Context _	
funclit	loop/controller_test.go:533	-	-	context.Context _	
funclit	loop/controller_test.go:569	-	-	context.Context _	
funclit	loop/controller_test.go:603	-	-	context.Context _	
funclit	loop/controller_test.go:630	-	-	context.Context _	
method	loop/controller_test.go:64	blockingFeedbackGenerator	Collect	context.Context ctx	yes
funclit	loop/controller_test.go:672	-	-	context.Context _	
funclit	loop/controller_test.go:709	-	-	context.Context _	
method	loop/controller_test.go:74	mockDecisionEngine	Decide	context.Context ctx	yes
funclit	loop/controller_test.go:742	-	-	context.Context _	
funclit	loop/controller_test.go:761	-	-	context.Context _	
funclit	loop/controller_test.go:789	-	-	context.Context _	
funclit	loop/controller_test.go:823	-	-	context.Context _	
funclit	loop/controller_test.go:857	-	-	context.Context _	
funclit	loop/controller_test.go:99	-	-	context.Context _	
method	loop/go_feedback_test.go:19	mockBridge	GetDiagnostics	context.Context ctx	no
method	lsp/aggregator/aggregator_test.go:157	blockingClient	Start	context.Context _	
method	lsp/aggregator/aggregator_test.go:158	blockingClient	Shutdown	context.Context _	
method	lsp/aggregator/aggregator_test.go:159	blockingClient	OpenFile	context.Context _	
method	lsp/aggregator/aggregator_test.go:160	blockingClient	DidSave	context.Context _	
